time	NAA-L Phase	NAA-L Amp	NPM-L Phase	NPM-L Amp
3453	9.099749	23.78592	1.053825	31.60589
3454	14.81874	23.61481	1.501133	31.76075
3455	12.53165	23.64059	1.042364	31.84651
3456	13.31019	23.83333	1.286947	31.81577
3457	12.04371	23.83566	1.126815	31.70401
3458	13.27636	23.71127	1.469096	31.70666
3459	12.11472	23.74999	0.9902603	31.83617
3460	14.5612	23.6228	0.7993992	31.69804
3461	13.17591	23.54403	0.5002269	31.85773
3462	12.74306	23.53937	0.874762	31.72427
3463	17.02476	23.46451	0.758015	31.71728
3464	13.86805	23.64786	0.9919021	31.66868
3465	12.25183	23.87629	1.159905	31.77389
3466	14.22421	23.44327	1.020752	31.70403
3467	13.86338	23.28977	0.7233538	31.6476
3468	14.49602	23.70749	0.2411727	31.5574
3469	12.87575	23.81441	0.3356777	31.60883
3470	15.91304	23.55591	0.01143105	31.57744
3471	11.23655	23.32018	0.6890387	31.77853
3472	12.20295	23.43229	0.177609	31.64019
3473	7.553744	24.29978	0.3064759	31.75143
3474	9.385837	23.61628	0.6568835	31.70948
3475	13.03309	23.4318	-0.1045232	31.64472
3476	12.54876	23.69995	-0.9084816	31.53743
3477	12.6726	23.41159	0.2694878	31.48797
3478	12.96746	23.78422	0.2277296	31.63887
3479	11.45747	23.51693	-1.499	31.52062
3480	11.89688	23.60341	-0.4130922	31.68815
3481	11.33505	23.45686	-0.4969869	31.59003
3482	10.25607	23.30329	0.6336177	31.61567
3483	10.1566	23.58956	0.3441686	31.59281
3484	11.04861	23.25585	-0.5951394	31.54411
3485	11.55027	23.28844	0.6609574	31.61249
3486	11.2864	23.18788	0.277922	31.53073
3487	11.01532	23.25712	0.4170853	31.49435
3488	9.265574	23.22396	0.07441106	31.5367
3489	9.172083	23.62664	2.364647	31.5533
3490	7.669299	23.90581	-0.4311635	31.46494
3491	8.265068	22.90513	-0.1354903	31.73779
3492	10.62955	23.11329	-0.7596774	31.5262
3493	6.708987	22.95065	-0.801373	31.46695
3494	9.747089	23.01593	-1.033079	31.55494
3495	9.218203	23.1813	-0.500433	31.57569
3496	10.2534	23.18556	-0.6853043	31.57554
3497	8.048016	23.30203	-0.6905995	31.36315
3498	7.090333	23.20861	-0.7029044	31.54035
3499	8.597737	23.1422	-0.9609458	31.47894
3500	7.929212	23.1346	-0.8962776	31.5658
3501	7.559455	22.92626	-1.809361	31.57477
3502	6.64807	23.35107	-1.708191	31.61593
3503	7.279388	22.9214	-2.091179	31.42834
3504	7.376516	23.15385	-0.5692382	31.55492
3505	7.418379	23.14213	-1.527434	31.50262
3506	7.806834	23.37467	-1.954205	31.5354
3507	7.212056	23.15723	-1.009877	31.50179
3508	5.890171	23.18817	-3.490628	31.62733
3509	5.449783	23.15676	-2.152096	31.40818
3510	4.684725	23.10448	-2.973555	31.60493
3511	10.16033	23.58268	-4.252046	31.43288
3512	6.131697	22.95591	-2.167747	31.52809
3513	6.973161	23.03327	-2.651186	31.54865
3514	7.170795	23.06345	-1.964285	31.4221
3515	6.09566	23.0137	-2.369934	31.49216
3516	4.829892	22.90779	-2.57041	31.46328
3517	5.354953	23.0339	-3.019236	31.53725
3518	4.878996	23.03781	-3.05175	31.41426
3519	6.664098	23.00306	-3.028241	31.45863
3520	3.12374	22.99634	-3.002889	31.44243
3521	4.157888	23.53925	-2.533685	31.52466
3522	3.184693	23.33139	-0.6501151	31.60436
3523	4.20291	23.38949	-2.720155	31.45385
3524	3.033417	22.85626	-3.097321	31.45172
3525	3.769242	23.00072	-2.528127	31.46878
3526	5.029371	22.90575	-3.193138	31.39528
3527	3.395147	22.77092	-3.241323	31.33104
3528	3.297686	22.90879	-2.66671	31.50194
3529	2.985745	22.72702	-2.926316	31.35239
3530	3.330846	23.00143	-2.727394	31.37151
3531	3.930434	22.83473	-3.613961	31.34045
3532	3.703418	23.00378	-2.766659	31.33649
3533	2.966754	23.1558	-3.093386	31.32545
3534	2.723751	22.95772	-3.045739	31.33937
3535	4.251663	23.02769	-2.595338	31.46207
3536	1.580995	22.83061	-2.898894	31.32427
3537	2.177894	23.58136	-4.441566	31.38084
3538	3.894862	23.1418	-3.979587	31.31834
3539	2.817508	22.9445	-4.070912	31.28339
3540	2.140799	23.27566	-3.594724	31.48742
3541	3.170123	22.93378	-2.00932	31.30155
3542	0.2977847	22.87358	-3.23082	31.15048
3543	2.334215	22.80185	-3.728933	31.25963
3544	1.224583	22.89906	-4.089016	31.26899
3545	2.219217	23.17369	-4.045203	31.2659
3546	0.7710545	23.16912	-4.96898	31.30755
3547	1.587718	22.92418	-3.902414	31.19082
3548	-0.6375539	22.91577	-4.574939	31.30218
3549	2.430741	23.236	-4.417898	31.25942
3550	0.4110596	22.83032	-4.63267	31.29232
3551	0.8706537	22.79086	-5.025422	31.18513
3552	-1.112307	23.12974	-5.206234	31.25669
3553	-5.103625	23.09851	-5.607148	31.33524
3554	1.510964	23.03152	-4.843416	31.30657
3555	2.539288	23.51578	-5.115028	31.20821
3556	-1.306628	23.02546	-4.718761	31.16584
3557	-0.2383287	23.12321	-5.36168	31.15768
3558	0.2575363	23.00312	-4.197874	31.31599
3559	-3.480453	22.84987	-5.600211	31.03433
3560	-2.760333	23.67901	-5.069468	31.20373
3561	-0.2097652	23.52787	-4.163479	31.18918
3562	0.2532432	23.25138	-5.919091	31.00151
3563	2.117793	23.33265	-6.55386	31.11267
3564	-0.5299382	23.65881	-4.588385	31.08382
3565	-0.2301752	23.35265	-5.789962	31.02731
3566	-0.6998283	23.05069	-5.525453	31.15092
3567	0.04139876	23.02607	-5.867265	31.09913
3568	-0.98667	23.37176	-4.900526	31.06117
3569	0.1161797	23.37505	-5.227871	31.08775
3570	0.7977752	23.20112	-5.595727	31.05301
3571	-3.351437	23.61208	-4.974377	31.14698
3572	-2.413458	23.25916	-4.142558	30.98132
3573	-1.624657	23.13818	-6.19604	30.85845
3574	-0.4898061	23.43078	-5.811188	30.844
3575	-2.142124	23.54147	-6.668963	30.80372
3576	-3.070544	23.31745	-6.06925	31.00503
3577	-0.6985904	23.24077	-6.704752	30.95691
3578	-1.234252	23.39698	-6.17167	30.84553
3579	-0.7001525	23.61031	-6.943162	30.90763
3580	-0.9140445	23.54241	-6.834765	30.95977
3581	-1.153778	23.73314	-7.210633	30.94937
3582	-0.19951	23.52431	-6.76529	30.98648
3583	-0.8090867	23.3228	-7.095618	30.87513
3584	-0.06700549	23.26256	-6.905311	30.86472
3585	-1.382357	23.48891	-5.578679	31.00262
3586	-3.060583	23.7987	-6.52268	30.872
3587	-2.298771	24.18857	-5.028771	30.84473
3588	-1.352743	23.57277	-7.904186	30.75971
3589	-0.3917808	23.47267	-7.157841	30.88088
3590	-0.4491869	23.35857	-6.9429	30.782
3591	-1.758904	23.47854	-6.669813	30.74132
3592	-2.308875	23.31048	-7.538208	30.9272
3593	-1.121885	23.73621	-7.41987	30.75993
3594	-2.742792	23.46753	-7.318526	30.75728
3595	-1.809719	23.37429	-7.633508	30.88327
3596	-1.645716	23.34467	-6.906824	30.73419
3597	-1.946216	23.31966	-6.424492	30.65835
3598	-1.268339	23.55299	-7.443067	30.74688
3599	-0.3128311	23.36012	-7.013914	30.79168
3600	-0.9356142	23.60881	-7.682177	30.84257
3601	-1.93272	23.33687	-6.874695	30.60461
3602	-1.692372	23.43218	-6.981448	30.80011
3603	-3.392288	23.66504	-6.716	30.65604
3604	-2.035728	23.76981	-7.548014	30.64134
3605	-2.41541	23.80146	-6.626195	30.51955
3606	-1.798197	23.65624	-6.632489	30.62803
3607	-0.0491387	23.74658	-6.661102	30.58139
3608	-2.188652	23.5863	-7.543035	30.6481
3609	-2.276871	23.32199	-7.216629	30.71235
3610	-0.8179438	23.86698	-6.888732	30.72662
3611	-5.02321	24.41587	-7.592518	30.51961
3612	-6.261875	23.90899	-6.667021	30.52731
3613	-3.492308	23.72955	-7.798789	30.54287
3614	-2.974257	23.78515	-7.651515	30.55523
3615	-1.025755	23.63503	-8.745526	30.49387
3616	-2.39934	23.50225	-8.193458	30.62636
3617	0.3335705	23.24742	-7.309322	30.56411
3618	-0.9182888	23.56921	-7.590713	30.63137
3619	-3.142218	23.88163	-7.531847	30.43752
3620	-0.5701709	23.563	-8.914791	30.64326
3621	-1.4059	23.44557	-7.47161	30.56568
3622	1.381433	23.3528	-7.487065	30.51371
3623	0.7656895	23.38831	-7.674911	30.53864
3624	-0.6049444	23.35096	-8.147548	30.5209
3625	-0.4484676	22.98482	-7.866148	30.44411
3626	1.380947	23.38055	-7.24156	30.51771
3627	0.8978772	23.39678	-8.184193	30.5016
3628	-0.3037049	24.37074	-7.208736	30.76791
3629	0.3321663	23.55706	-9.023023	30.49013
3630	0.1346941	23.50835	-8.438816	30.59176
3631	0.3277574	23.41699	-8.011816	30.56029
3632	-2.37947	23.64206	-5.852876	30.53026
3633	0.2029087	23.2261	-9.130518	30.50269
3634	-1.108644	23.88709	-9.706763	30.52694
3635	-1.549056	23.89665	-7.572223	30.62773
3636	-0.1243537	23.37809	-8.895487	30.39228
3637	-2.829334	24.0226	-9.529245	30.30215
3638	1.24414	23.49174	-8.985364	30.36904
3639	-1.043157	23.33467	-8.646052	30.4645
3640	-0.4043026	23.34382	-9.584691	30.26209
3641	0.6324368	23.48352	-8.690522	30.44489
3642	1.994619	23.07971	-8.593875	30.50451
3643	0.5863452	23.77592	-8.929154	30.37435
3644	0.009901337	23.2877	-8.28807	30.4223
3645	1.811583	23.34847	-8.782487	30.29758
3646	0.2302144	23.48116	-8.155967	30.32172
3647	0.7875708	23.21762	-8.377601	30.39194
3648	0.1860462	23.51584	-8.999739	30.48023
3649	1.61868	22.9487	-8.167108	30.28836
3650	1.848062	23.22607	-9.935481	30.43351
3651	1.171701	23.0842	-9.2914	30.48516
3652	-0.5764491	23.2987	-8.911771	30.39307
3653	2.646971	23.32802	-9.815494	30.54512
3654	1.138497	23.26615	-9.432299	30.46319
3655	-2.028249	23.30932	-8.824188	30.44994
3656	0.5609957	22.98407	-8.299691	30.36365
3657	-0.2425237	23.16198	-8.935228	30.36419
3658	0.9780404	22.87916	-8.936111	30.34279
3659	2.195961	23.18156	-9.416089	30.35166
3660	0.8315707	23.58184	-9.232982	30.45709
3661	-0.9330052	23.40213	-10.31322	30.4982
3662	-0.5428733	23.47519	-11.90052	30.29765
3663	-0.2478029	23.40672	-11.11073	30.6306
3664	-0.9184564	22.81487	-10.03448	30.31458
3665	0.6583127	23.02231	-10.50217	30.29317
3666	3.094637	23.08755	-10.11086	30.4856
3667	0.7556728	23.1448	-10.38448	30.3972
3668	1.296455	22.8873	-10.13315	30.36407
3669	2.939644	23.12321	-8.961137	30.38099
3670	2.079837	23.45069	-11.09879	30.66239
3671	0.7406993	22.9185	-10.81811	30.36845
3672	2.717982	23.01834	-10.45462	30.45901
3673	0.1332655	23.324	-9.530219	30.32957
3674	0.6085174	23.05589	-10.99343	30.34336
3675	3.015032	23.0257	-9.363566	30.36287
3676	0.7570525	23.05338	-10.02766	30.40651
3677	1.641173	22.83689	-10.57366	30.40077
3678	-0.7336052	22.72681	-9.654109	30.2844
3679	0.6691004	22.72384	-10.51716	30.30329
3680	0.7694698	22.97889	-10.06151	30.23957
3681	-0.4582254	22.62132	-10.12848	30.3365
3682	0.6650592	22.60659	-9.976684	30.29338
3683	-1.503157	22.64017	-10.97421	30.34045
3684	-3.780921	22.89023	-10.56822	30.4222
3685	-0.7861883	22.61614	-10.92715	30.26261
3686	-1.809731	22.53645	-12.47395	30.24286
3687	0.0630636	23.08157	-10.36987	30.03703
3688	0.2054957	22.76842	-10.59785	30.24092
3689	-0.626562	22.40404	-10.72502	30.3018
3690	-0.9777026	22.6502	-10.83137	30.32797
3691	0.3529139	22.35267	-11.24229	30.3499
3692	-1.735189	22.37817	-11.8406	30.23726
3693	-2.051928	23.18622	-11.62386	30.26912
3694	-3.768045	22.72064	-12.52769	30.24325
3695	-0.4220743	22.56517	-11.08234	30.32985
3696	0.5459262	22.58915	-11.52211	30.28894
3697	-3.231921	22.68598	-10.92027	30.42586
3698	-1.460037	22.43826	-12.10822	30.28834
3699	1.18025	22.62399	-10.37979	30.22218
3700	0.006782031	22.36112	-12.34698	30.05157
3701	-2.237065	22.5711	-11.46149	30.17415
3702	-2.854454	22.67158	-12.46181	30.25745
3703	-1.652901	22.43633	-11.57329	30.26649
3704	-1.737083	22.23852	-12.93762	30.23149
3705	-2.135386	22.29912	-12.84566	30.15229
3706	-2.280882	21.81627	-12.5478	30.18744
3707	-1.721087	22.30713	-12.04781	30.16873
3708	-3.038368	22.84401	-12.75165	30.13941
3709	-4.730245	22.89986	-11.963	30.16355
3710	-2.591795	22.41825	-13.15312	30.13208
3711	0.8831934	22.68862	-13.00255	30.05455
3712	-1.566766	22.21046	-12.532	30.13363
3713	-1.518717	22.02576	-12.77299	30.24395
3714	-1.986819	22.18166	-13.50589	30.09088
3715	-1.815183	22.25467	-13.07039	30.23462
3716	-1.649125	22.02199	-14.3352	30.25719
3717	-2.303678	22.08738	-13.08358	30.21769
3718	-2.638169	22.10645	-14.15266	30.2269
3719	-2.447412	22.17789	-14.08181	30.29088
3720	0.1117853	21.71038	-13.5831	30.12735
3721	-1.399435	22.23901	-15.17096	30.28086
3722	-3.075327	22.65532	-12.80519	30.34324
3723	-5.249825	23.23768	-12.49533	30.4203
3724	-2.315542	22.90709	-15.45814	30.39874
3725	-0.8317427	22.19046	-13.95878	30.57764
3726	0.6112707	21.69587	-14.50039	30.30533
3727	0.3501656	21.94146	-13.75147	30.3545
3728	-0.5077313	22.18104	-14.0733	30.28875
3729	-4.293067	22.59089	-12.87757	30.4472
3730	-0.3539787	22.08379	-14.36355	30.31441
3731	-2.055863	21.71865	-13.72699	30.13903
3732	-3.658112	22.07325	-13.95861	30.00019
3733	-3.731994	21.5344	-14.53308	30.29393
3734	-4.755007	21.44114	-14.15658	30.06534
3735	-3.740551	21.73002	-14.08927	30.05515
3736	-3.210409	21.60434	-15.4669	30.15757
3737	-3.494708	22.20062	-14.74711	30.16463
3738	-2.02293	21.96751	-13.97616	29.96752
3739	-2.529672	22.40063	-15.25648	29.97113
3740	-2.84456	21.65677	-14.70901	30.03154
3741	-1.112335	21.48656	-14.40089	29.96764
3742	-2.02131	21.68986	-14.97272	30.16209
3743	-0.6730018	21.56162	-15.5163	30.17772
3744	-0.1260979	22.02008	-15.50248	30.00733
3745	-1.112578	21.13604	-14.79918	30.19411
3746	-3.556257	21.34641	-16.21027	30.1992
3747	-4.411492	21.43723	-14.97507	30.14271
3748	-3.5896	21.35381	-14.80284	30.13383
3749	-4.310799	21.03907	-15.0932	30.10196
3750	-2.749186	21.17339	-15.2386	30.13679
3751	-2.345832	21.18552	-15.93557	30.02415
3752	-2.757316	21.61336	-15.83244	30.0426
3753	-3.659352	22.06118	-17.01182	30.32172
3754	-1.699567	21.39223	-16.21856	30.09143
3755	-0.6236776	21.34855	-16.16079	30.13783
3756	-1.018894	21.79304	-16.20235	30.14426
3757	-1.096769	21.28132	-16.09233	30.09179
3758	-0.8685794	21.16356	-16.74729	30.03565
3759	-1.466104	21.44214	-15.80912	30.17014
3760	-3.646235	21.51571	-16.75704	29.98565
3761	-1.356334	21.30009	-16.96035	29.96962
3762	0.1396308	21.28245	-17.46337	29.95107
3763	-1.335029	21.14342	-16.29873	29.97665
3764	-0.981013	21.18856	-16.54499	30.0185
3765	-3.185633	21.42749	-17.98679	29.88234
3766	-1.352266	21.41313	-17.29469	30.05258
3767	-4.52703	21.28942	-17.34165	29.94163
3768	-0.5741339	21.79429	-16.99197	29.89948
3769	-4.710639	21.58955	-18.57436	29.9721
3770	-2.742061	21.35751	-17.73008	29.96834
3771	-2.511341	21.0909	-16.70814	29.87815
3772	-1.916801	20.73986	-17.37879	29.85515
3773	-0.2683337	20.87708	-17.86138	29.89645
3774	-0.3429279	21.69121	-17.41058	30.26605
3775	-0.4759312	21.25301	-17.86842	30.04218
3776	-1.724942	21.38198	-17.88179	29.86954
3777	-1.08847	21.34211	-19.07787	30.00418
3778	0.2966306	21.19973	-17.76925	29.88944
3779	-2.16546	21.22587	-17.65571	29.94737
3780	-1.228499	20.9938	-18.56406	29.90645
3781	-0.2463861	21.22199	-18.47696	29.7711
3782	-1.013085	21.2854	-18.69891	30.00773
3783	0.09019258	21.49809	-18.7196	29.97383
3784	-1.356532	21.74002	-18.68605	29.97975
3785	-1.00038	21.68484	-19.5552	29.77747
3786	-3.163767	22.41448	-19.02267	30.00312
3787	0.6092855	21.68861	-17.9806	29.99186
3788	1.652157	21.45599	-18.9927	29.86471
3789	1.005	21.77103	-18.84884	29.91105
3790	-3.439803	22.58406	-18.54182	29.72149
3791	-2.176812	21.73579	-19.52921	29.77634
3792	0.305532	22.17004	-19.15943	29.81904
3793	-0.2626932	21.92927	-20.63984	30.0171
3794	2.039982	21.43196	-19.92933	29.94833
3795	-0.1334302	21.63164	-20.12913	29.89278
3796	-0.3374998	22.30843	-19.85601	29.98438
3797	1.366597	21.18517	-19.62313	29.75456
3798	-0.009388175	21.4341	-19.94827	29.83534
3799	1.496564	21.83233	-19.69564	29.85603
3800	1.391118	21.97678	-19.19679	29.87462
3801	1.323149	21.74281	-20.06957	29.82381
3802	5.15831	22.10952	-19.91819	29.8054
3803	3.480794	22.89898	-20.13377	29.6825
3804	1.683853	21.60087	-21.57119	29.83488
3805	3.24997	21.82352	-20.75944	29.85698
3806	-1.447834	21.93353	-20.30741	29.78305
3807	0.9000496	23.32079	-20.53296	29.72869
3808	1.891051	21.99476	-20.75975	29.64478
3809	1.939377	21.87237	-20.77718	29.777
3810	1.656125	21.97091	-21.2863	29.73573
3811	2.239624	21.68459	-22.76549	29.45508
3812	1.875011	21.85084	-21.92885	29.58746
3813	2.412294	21.82043	-20.60544	29.71435
3814	3.22105	21.87312	-21.85897	29.81936
3815	0.09466704	22.11307	-21.56845	29.70323
3816	1.952134	21.92051	-21.19069	29.55465
3817	3.232087	21.83732	-21.41601	29.61799
3818	5.226168	21.60058	-22.67553	29.68558
3819	4.843722	22.38659	-22.62823	29.61689
3820	2.704937	21.9352	-21.83099	29.70774
3821	3.543976	21.90836	-22.94564	29.76309
3822	3.134887	21.8198	-22.16015	29.77168
3823	2.990803	21.79145	-22.11766	29.63074
3824	1.371081	23.22784	-24.26065	29.75415
3825	2.249176	21.76884	-22.50048	29.71108
3826	4.111452	21.86321	-22.06935	29.65808
3827	3.479415	22.0434	-23.02121	29.63136
3828	3.702894	22.11648	-24.38017	29.76815
3829	4.516479	22.2986	-24.01535	29.62267
3830	5.27573	22.17552	-23.66297	29.6132
3831	3.488563	21.97016	-23.1862	29.52101
3832	3.546641	22.72688	-23.70089	29.67424
3833	-0.1792805	21.90703	-24.63705	29.43473
3834	3.219419	22.00595	-24.09001	29.68129
3835	1.533519	22.46599	-23.1316	29.44379
3836	3.55937	22.11278	-23.59276	29.52484
3837	2.132773	22.12074	-22.85723	29.39212
3838	6.394113	21.91803	-23.78343	29.42605
3839	3.418223	23.23661	-22.87274	29.37889
3840	4.280276	23.06902	-25.20075	29.13607
3841	6.611573	22.08052	-24.28002	29.44816
3842	4.279815	21.8156	-23.79952	29.49725
3843	-0.8771136	22.5467	-23.13361	29.46579
3844	4.255669	22.60752	-24.86961	29.50137
3845	4.528711	22.1124	-23.54706	29.29146
3846	4.205534	22.78364	-24.56864	29.42479
3847	3.691358	22.0516	-24.96102	29.56289
3848	4.929939	22.29907	-23.9667	29.19729
3849	5.604337	22.28262	-23.66446	29.2803
3850	6.017392	21.94293	-25.87352	29.43958
3851	6.772553	22.10075	-25.13656	29.2482
3852	5.597829	22.47038	-25.06124	29.20222
3853	6.95604	22.35627	-24.93609	29.29327
3854	8.31853	21.77364	-24.66455	29.49162
3855	6.270021	22.55317	-24.64182	29.43351
3856	5.033933	22.53084	-24.89801	29.16232
3857	6.239525	22.51001	-24.71649	29.37741
3858	6.891129	22.22831	-24.33542	29.29882
3859	7.397341	22.54101	-25.5436	29.41084
3860	4.958731	22.58249	-24.33561	29.18345
3861	6.24188	22.26751	-25.38789	29.21072
3862	7.685549	22.25188	-24.52706	29.22629
3863	7.49439	22.0618	-25.85203	29.13163
3864	10.14068	22.36431	-26.21443	29.1684
3865	7.020083	22.50126	-25.84693	29.01471
3866	5.670573	22.48272	-25.48675	29.38974
3867	6.878576	22.55049	-26.07895	29.07622
3868	6.290456	21.99548	-26.12256	29.12659
3869	7.496818	22.04501	-26.01231	29.13434
3870	6.214832	22.11169	-25.61666	29.15281
3871	7.022062	21.74069	-25.44011	29.20649
3872	6.923995	22.3758	-24.74249	29.201
3873	4.203517	22.28453	-25.30776	29.05575
3874	3.568083	22.21243	-25.56308	29.37268
3875	4.905908	21.83831	-25.06684	29.07516
3876	10.06019	22.30701	-26.29061	29.09212
3877	9.020872	21.99807	-26.41802	28.99973
3878	9.419765	22.11592	-27.27273	29.08422
3879	8.528826	22.02929	-24.72017	29.16584
3880	9.682493	22.26067	-26.82567	29.09963
3881	9.44428	22.05113	-26.86364	29.00252
3882	8.188938	22.24905	-26.14998	28.97796
3883	7.846001	22.0294	-26.05185	28.9828
3884	9.085406	22.41439	-27.05052	29.00872
3885	8.346823	22.14277	-27.45893	29.04194
3886	7.926948	22.27074	-26.47866	28.99704
3887	10.45491	21.90983	-27.14685	29.07214
3888	8.201138	22.34982	-26.67774	29.12541
3889	12.77203	22.72493	-27.52565	29.10227
3890	9.45252	22.37169	-27.34334	29.01367
3891	11.52809	22.37389	-27.74326	28.94841
3892	7.591273	22.41003	-27.87862	29.0534
3893	10.00862	22.30115	-27.84775	28.95931
3894	11.92571	22.04652	-27.25682	28.99609
3895	9.654878	22.23632	-28.26318	29.14184
3896	9.90829	21.80151	-26.83782	28.90532
3897	8.14013	22.0076	-27.25877	29.20037
3898	7.97001	22.18189	-29.19541	29.03527
3899	10.35463	22.34465	-27.50847	29.01061
3900	4.945528	22.61738	-26.63756	29.20377
3901	8.664377	21.97787	-28.77037	28.95736
3902	9.578412	22.04413	-27.90084	29.06375
3903	8.29322	22.32626	-28.13036	29.04151
3904	8.455014	21.83388	-28.42009	28.96438
3905	8.575995	22.17556	-27.87783	29.10038
3906	10.28533	22.14716	-28.90224	28.93231
3907	9.482715	22.07724	-28.54198	29.01287
3908	8.460492	21.99199	-28.33437	28.94799
3909	8.104067	21.80066	-27.36639	28.85298
3910	8.580535	22.26811	-27.79277	28.86747
