time	NAA-L Phase	NAA-L Amp	NPM-L Phase	NPM-L Amp
75850	-1711.011	29.4785	-885.0043	38.28034
75851	-1711.056	29.3977	-884.6247	38.28577
75852	-1710.065	29.34036	-885.8961	38.30461
75853	-1711.26	29.76103	-885.5731	38.36779
75854	-1711.861	29.60018	-885.2128	38.4397
75855	-1711.512	29.27391	-885.763	38.24933
75856	-1711.428	29.56978	-885.6078	38.33973
75857	-1710.891	29.53378	-885.2167	38.28058
75858	-1710.834	29.22992	-884.6944	38.25691
75859	-1710.685	29.30528	-885.3858	38.28399
75860	-1712.523	29.5755	-885.6981	38.38833
75861	-1711.239	29.73082	-885.7751	38.41214
75862	-1710.297	29.40037	-885.3766	38.3243
75863	-1711.185	29.43951	-885.63	38.24643
75864	-1710.668	29.38803	-885.5225	38.32783
75865	-1711.125	29.36597	-886.1097	38.31645
75866	-1710.52	29.27742	-885.737	38.33817
75867	-1711.503	29.61669	-885.2903	38.20716
75868	-1711.19	29.4983	-885.3731	38.32721
75869	-1711.936	29.44712	-885.6552	38.26662
75870	-1711.655	29.43109	-886.0032	38.20874
75871	-1713.083	29.41552	-885.7429	38.26823
75872	-1711.91	29.35221	-885.4481	38.33046
75873	-1711.514	29.28808	-885.6103	38.29783
75874	-1711.778	29.37405	-885.3215	38.19313
75875	-1712.781	29.36456	-884.9682	38.37292
75876	-1711.544	29.36558	-885.5883	38.15998
75877	-1712.228	29.27969	-885.5577	38.32856
75878	-1711.888	29.42253	-885.3974	38.21715
75879	-1711.538	29.37325	-885.7276	38.24226
75880	-1709.891	29.41573	-885.565	38.26452
75881	-1711.421	29.36231	-886.0485	38.28991
75882	-1710.742	29.22835	-885.3481	38.25342
75883	-1712.396	29.48011	-885.2057	38.20382
75884	-1711.751	29.35456	-885.3132	38.18636
75885	-1711.991	29.59934	-884.7776	38.23749
75886	-1711.694	29.49075	-884.8106	38.18634
75887	-1712.1	29.45702	-885.452	38.30324
75888	-1712.702	29.27715	-885.4024	38.29585
75889	-1710.974	29.07971	-884.6254	38.25546
75890	-1710.602	29.38625	-885.4054	38.3545
75891	-1711.35	29.19804	-884.9148	38.26055
75892	-1712.733	29.29057	-885.1767	38.33758
75893	-1711.605	29.29137	-885.3274	38.26479
75894	-1712.437	29.3153	-885.0002	38.26923
75895	-1712.273	29.20082	-885.387	38.2172
75896	-1712.513	29.54894	-885.5787	38.36314
75897	-1710.715	29.45423	-884.7476	38.31496
75898	-1711.909	29.36781	-885.2373	38.23818
75899	-1712.067	29.34236	-885.4556	38.26098
75900	-1711.68	29.48432	-885.7147	38.28529
75901	-1712.181	29.29805	-885.8836	38.2521
75902	-1709.659	29.14782	-885.8013	38.26372
75903	-1712.765	29.39169	-885.7671	38.21664
75904	-1712.148	29.38785	-885.1815	38.33569
75905	-1711.087	29.35	-885.912	38.25843
75906	-1711.663	29.44591	-886.3262	38.1942
75907	-1712.308	29.2444	-885.8361	38.16046
75908	-1712.087	29.2635	-885.8792	38.29333
75909	-1712.605	29.4018	-885.7765	38.28708
75910	-1713.161	29.35002	-885.703	38.30632
75911	-1714.947	29.62973	-885.6494	38.21593
75912	-1712.878	29.45224	-885.8062	38.34111
75913	-1711.717	29.44001	-885.946	38.28063
75914	-1711.081	29.381	-886.2386	38.24009
75915	-1712.02	29.38287	-885.9096	38.26884
75916	-1709.932	29.51239	-884.6705	38.27553
75917	-1712.093	29.18356	-886.3177	38.20836
75918	-1712.676	29.60212	-885.7326	38.19844
75919	-1712.833	29.30795	-885.8622	38.21606
75920	-1710.877	29.38725	-886.0454	38.28943
75921	-1711.821	29.40861	-885.8902	38.22222
75922	-1711.963	29.54489	-885.2445	38.27168
75923	-1712.042	29.41116	-885.5289	38.28146
75924	-1712.477	29.40812	-886.4104	38.22874
75925	-1712.113	29.42362	-885.8434	38.32325
75926	-1711.159	29.47455	-886.2896	38.30255
75927	-1710.682	29.25807	-886.2469	38.29237
75928	-1710.642	29.4982	-886.2938	38.31496
75929	-1710.19	29.47124	-885.8107	38.22672
75930	-1711.69	29.32804	-886.0899	38.24855
75931	-1711.908	29.59528	-885.9151	38.21191
75932	-1712.372	29.30089	-885.8756	38.25728
75933	-1711.284	29.29064	-885.8648	38.33437
75934	-1710.688	29.17039	-885.7876	38.26625
75935	-1710.833	29.37109	-885.9113	38.2009
75936	-1711.354	29.51137	-885.4075	38.23032
75937	-1711.602	29.25705	-886.0212	38.34449
75938	-1711.921	29.32595	-885.8968	38.25932
75939	-1711.987	29.54763	-885.4475	38.26821
75940	-1710.604	29.3373	-886.2062	38.16911
75941	-1710.501	29.33746	-885.4471	38.15533
75942	-1709.605	29.42177	-886.169	38.20505
75943	-1710.838	29.39649	-886.2783	38.36935
75944	-1711.23	29.24467	-886.1988	38.22951
75945	-1711.507	29.67347	-886.6818	38.30701
75946	-1711.175	29.60304	-887.0378	38.36668
75947	-1711.657	29.40963	-886.2162	38.28186
75948	-1712.546	29.41711	-886.6759	38.3536
75949	-1711.97	29.30282	-886.2505	38.31816
75950	-1712.931	29.44471	-886.3582	38.31674
75951	-1712.816	29.15071	-886.0134	38.28761
75952	-1710.962	29.3301	-886.1902	38.18478
75953	-1711.418	29.48573	-886.6415	38.30086
75954	-1711.188	29.38753	-885.7321	38.31271
75955	-1712.122	29.39568	-885.4593	38.19427
75956	-1710.286	29.46994	-886.4666	38.30007
75957	-1711.746	29.43529	-886.0025	38.26683
75958	-1711.505	29.36909	-886.1744	38.25579
75959	-1712.819	29.36319	-886.5798	38.14156
75960	-1711.515	29.35503	-886.0274	38.27782
75961	-1710.904	29.39898	-886.5798	38.0731
75962	-1711.004	29.44048	-886.2067	38.20781
75963	-1711.388	29.52388	-886.934	38.2588
75964	-1712.598	29.34785	-886.3988	38.17514
75965	-1712.335	29.30337	-886.3502	38.21623
75966	-1713.652	29.4986	-886.2225	38.20184
75967	-1711.988	29.49113	-886.4333	38.16684
75968	-1712.317	29.39618	-886.1456	38.29071
75969	-1716.304	30.291	-884.6506	38.22502
75970	-1713.264	29.5677	-886.8544	38.34888
75971	-1713.354	29.33068	-886.467	38.27905
75972	-1712.427	29.28298	-886.5726	38.23171
75973	-1711.554	29.46285	-886.7778	38.26318
75974	-1713.724	29.47587	-885.744	38.29436
75975	-1712.723	29.53156	-885.8554	38.2617
75976	-1713.527	29.35363	-886.816	38.284
75977	-1712.868	29.46632	-886.3185	38.26363
75978	-1712.341	29.57414	-886.3532	38.15979
75979	-1712.427	29.34585	-886.3986	38.19936
75980	-1710.644	29.77188	-885.5412	38.30679
75981	-1713.049	29.36748	-886.32	38.17644
75982	-1712.222	29.32445	-886.2776	38.16893
75983	-1714.448	29.45328	-885.9181	38.27666
75984	-1715.011	29.53799	-886.6772	38.14243
75985	-1713.803	29.66633	-887.2545	38.29379
75986	-1715.242	29.63358	-886.051	38.30552
75987	-1714.728	29.31814	-886.5774	38.24216
75988	-1714.242	29.49221	-886.3658	38.28097
75989	-1713.683	29.60219	-887.1339	38.29532
75990	-1713.267	29.61535	-887.1928	38.16507
75991	-1717.397	29.67746	-887.2361	38.38006
75992	-1716.073	29.64439	-887.6506	38.24413
75993	-1713.692	29.3578	-887.1497	38.33852
75994	-1715.389	29.59851	-886.8939	38.31443
75995	-1714.118	29.50285	-886.8084	38.24914
75996	-1713.098	29.40548	-886.971	38.2923
75997	-1714.459	29.49355	-886.5567	38.22846
75998	-1713.757	29.38358	-886.7802	38.2225
75999	-1712.842	29.38038	-886.8028	38.29817
76000	-1712.418	29.38556	-886.4271	38.34683
76001	-1715.299	29.4373	-886.7179	38.27863
76002	-1713.343	29.26152	-886.6445	38.25471
76003	-1712.595	29.37391	-886.957	38.32569
76004	-1713.547	29.41005	-886.5718	38.30284
76005	-1713.197	29.32263	-886.2457	38.28584
76006	-1713.745	29.34717	-886.3881	38.33664
76007	-1712.113	29.33976	-886.2395	38.21516
76008	-1712.878	29.8093	-887.661	38.21505
76009	-1711.873	29.38564	-886.9849	38.25494
76010	-1715.281	29.49297	-887.0983	38.00143
76011	-1714.573	29.37926	-887.0339	38.21226
76012	-1713.715	29.51395	-887.2923	38.25694
76013	-1713.271	29.29219	-887.1638	38.29967
76014	-1712.469	29.55627	-887.5547	38.22688
76015	-1714.005	29.39902	-887.5332	38.30015
76016	-1712.65	29.46624	-887.6516	38.25161
76017	-1712.737	29.34484	-886.9593	38.26224
76018	-1713.489	29.49783	-887.1546	38.22506
76019	-1714.235	29.26819	-887.184	38.28498
76020	-1712.555	29.27134	-888.1996	38.29944
76021	-1713.69	29.40454	-887.3869	38.31702
76022	-1713.715	29.32758	-887.2079	38.27985
76023	-1713.542	29.33361	-887.6558	38.25149
76024	-1713.937	29.59427	-886.9232	38.18572
76025	-1713.696	29.42119	-886.8089	38.24016
76026	-1713.674	29.41559	-887.3072	38.18865
76027	-1713.379	29.59034	-887.7318	38.20037
76028	-1713.562	29.49053	-888.2235	38.31845
76029	-1713.694	29.51861	-887.9196	38.2824
76030	-1713.65	29.40968	-887.502	38.27181
76031	-1712.908	29.33799	-887.6092	38.23111
76032	-1713.104	29.41589	-887.6473	38.1899
76033	-1712.813	30.54552	-888.5638	38.42233
76034	-1714.519	29.48493	-886.9211	38.32379
76035	-1712.321	29.29537	-887.2549	38.33216
76036	-1713.867	29.43926	-887.5456	38.33476
76037	-1713.524	29.43261	-888.3643	38.29466
76038	-1714.856	29.394	-888.4252	38.25328
76039	-1713.52	30.3396	-886.9522	38.30244
76040	-1713.997	29.58585	-887.1735	38.23463
76041	-1713.85	29.4444	-887.7525	38.20585
76042	-1714.024	29.473	-887.7374	38.21903
76043	-1714.274	29.50527	-887.8344	38.16888
76044	-1713.254	29.3648	-887.2501	38.24962
76045	-1714.59	29.35683	-887.4362	38.15803
76046	-1714.981	29.35892	-887.4289	38.27615
76047	-1714.009	29.49762	-888.0533	38.2314
76048	-1712.953	29.55113	-887.5264	38.19036
76049	-1714.107	29.60181	-887.6337	38.28181
76050	-1715.149	29.39485	-887.4019	38.31046
76051	-1714.487	29.39055	-886.9701	38.18184
76052	-1714.792	29.33078	-887.4355	38.16444
76053	-1715.007	29.41822	-887.9919	38.31724
76054	-1714.267	29.21534	-887.5599	38.18991
76055	-1714.77	29.70732	-886.4186	38.23932
76056	-1715.051	29.66945	-887.0549	38.20456
76057	-1713.164	29.42736	-888.1753	38.09198
76058	-1713.173	29.37566	-887.5111	38.20098
76059	-1713.708	29.35776	-887.3703	38.20809
76060	-1714.326	29.54358	-887.9958	38.14213
76061	-1714.444	29.19059	-887.2584	38.18642
76062	-1715.179	29.44999	-887.2134	38.22472
76063	-1715.068	29.20685	-887.3216	38.18323
76064	-1716.045	29.2518	-887.9495	38.28155
76065	-1714.566	29.45003	-888.3136	38.26091
76066	-1713.522	29.5185	-887.1904	38.17759
76067	-1713.705	29.23985	-888.118	38.15807
76068	-1715.547	29.71778	-887.477	38.26635
76069	-1714.962	29.25256	-887.8728	38.3244
76070	-1713.936	29.11305	-887.8344	38.21991
76071	-1714.609	29.46972	-886.9267	38.25043
76072	-1714.935	29.19888	-888.1141	38.20489
76073	-1712.606	29.4178	-888.2019	38.21651
76074	-1713.6	29.36452	-888.3697	38.29868
76075	-1713.002	28.96717	-888.3569	38.2652
76076	-1713.584	29.37031	-888.0411	38.35225
76077	-1713.985	29.19793	-887.9396	38.25988
76078	-1712.293	29.41006	-887.9448	38.38119
76079	-1714.913	29.59856	-887.7232	38.2844
76080	-1713.177	29.3155	-887.7561	38.30214
76081	-1714.353	29.24062	-887.5084	38.23155
76082	-1714.903	29.24701	-887.365	38.21429
76083	-1715.17	29.42955	-887.2225	38.37841
76084	-1714.722	29.21033	-887.5188	38.34676
76085	-1714.83	29.10153	-888.172	38.23796
76086	-1713.154	29.13157	-887.3512	38.29469
76087	-1714.282	29.20416	-887.6492	38.17612
76088	-1714.004	29.18085	-887.9494	38.27668
76089	-1714.301	29.22666	-887.7932	38.27168
76090	-1714.125	29.11659	-887.4354	38.33293
76091	-1712.987	29.18453	-887.937	38.26089
76092	-1714.228	29.39301	-887.0407	38.15574
76093	-1714.564	29.34051	-887.7136	38.20033
76094	-1714.098	29.3005	-888.7424	38.27055
76095	-1713.995	29.31857	-888.5453	38.23533
76096	-1714.006	28.97348	-887.7286	38.2521
76097	-1715.535	29.19735	-887.8575	38.20598
76098	-1714.07	29.45192	-888.2524	38.19238
76099	-1715.303	29.22582	-888.0082	38.22267
76100	-1714.616	29.2878	-888.0946	38.20342
76101	-1712.681	29.16544	-889.0139	38.18602
76102	-1714.556	29.37339	-888.1337	38.26536
76103	-1715.42	29.2613	-888.3148	38.24436
76104	-1714.727	29.07511	-887.537	38.1906
76105	-1714.321	29.09852	-888.8342	38.32634
76106	-1714.369	29.44655	-888.2542	38.25603
76107	-1714.231	29.28409	-887.1864	38.17612
76108	-1715.241	29.46067	-888.8898	38.31467
76109	-1715.049	29.27891	-887.9129	38.25908
76110	-1713.598	29.21622	-888.126	38.2724
76111	-1714.142	29.21192	-887.6375	38.29573
76112	-1713.326	28.51626	-886.6128	37.55205
76113	-1715.844	29.27727	-888.1354	38.20299
76114	-1715.033	29.05094	-888.429	38.14278
76115	-1715.377	29.18112	-889.1047	38.42013
76116	-1715.157	29.14489	-888.6846	38.19546
76117	-1713.476	29.41186	-888.5119	38.30429
76118	-1715.716	29.22557	-887.4434	38.13311
76119	-1712.434	29.31211	-888.0517	38.13916
76120	-1714.008	29.4977	-888.3188	38.1645
76121	-1713.055	29.09767	-889	38.27235
76122	-1715.099	29.2706	-888.2893	38.14315
76123	-1712.5	29.28713	-888.8015	38.11743
76124	-1714.434	29.26591	-888.5629	38.19275
76125	-1715.279	29.22951	-888.1198	38.19569
76126	-1715.238	29.10695	-888.6898	38.18344
76127	-1714.547	29.22455	-888.5099	38.149
76128	-1715.97	29.10557	-888.2462	38.28675
76129	-1715.261	29.14893	-888.9893	38.21663
76130	-1716.3	29.38148	-888.7119	38.22212
76131	-1716.83	29.32743	-888.7891	38.21918
76132	-1716.251	29.38667	-888.7213	38.16603
76133	-1716.892	29.17672	-888.5051	38.22239
76134	-1716.175	29.14671	-889.1777	38.2837
76135	-1713.642	28.99303	-888.7064	38.13507
76136	-1715.96	29.21807	-889.1018	38.18984
76137	-1716.121	29.30176	-888.5573	38.19098
76138	-1717.223	29.37758	-889.7148	38.21821
76139	-1716.686	29.16479	-888.845	38.15911
76140	-1714.278	29.09311	-889.187	38.12665
76141	-1714.524	29.30563	-888.8097	38.15733
76142	-1716.406	29.29236	-888.8087	38.24839
76143	-1715.508	28.99618	-889.0584	38.11287
76144	-1714.299	29.42775	-889.3267	38.11975
76145	-1715.179	29.39336	-888.5584	38.21583
76146	-1715.876	29.07572	-888.8189	38.20591
76147	-1717.725	29.35185	-888.7796	38.16083
76148	-1715.125	29.48236	-889.0676	38.24226
76149	-1715.527	29.3628	-888.7154	38.30425
76150	-1714.865	29.4079	-889.5746	38.2436
76151	-1713.995	29.2785	-889.7441	38.20903
76152	-1714.738	29.50151	-888.2521	38.37341
76153	-1714.113	29.27603	-888.357	38.25453
76154	-1714.602	29.31701	-889.1203	38.30291
76155	-1713.959	29.33101	-888.7978	38.1661
76156	-1715.427	29.32449	-889.1749	38.41138
76157	-1716.097	29.45094	-888.6846	38.12515
76158	-1716.246	29.31684	-888.3213	38.1882
76159	-1716.446	29.28894	-888.1475	38.30973
76160	-1715.497	29.25358	-888.969	38.28605
76161	-1715.416	29.28498	-889.6447	38.22799
76162	-1716.085	29.45089	-889.4761	38.20371
76163	-1715.582	29.30017	-888.6794	38.2404
76164	-1714.624	29.48265	-888.3236	38.04648
76165	-1715.896	29.53349	-889.0952	38.27481
76166	-1718.194	29.59959	-887.5671	38.24435
76167	-1712.487	29.30716	-888.16	38.15318
76168	-1713.826	29.54359	-888.6795	38.33379
76169	-1714.246	29.25116	-888.5756	38.31403
76170	-1713.871	29.37938	-888.4238	38.20651
76171	-1715.682	29.35424	-888.3054	38.22976
76172	-1717.631	29.24939	-887.9865	38.21508
76173	-1716.074	29.42585	-888.2704	38.26247
76174	-1716.481	29.60315	-888.5111	38.27201
76175	-1716.071	29.14199	-888.2496	38.21194
76176	-1716.555	29.27817	-889.3814	38.24399
76177	-1717.871	29.24625	-888.3395	38.25219
76178	-1717.273	29.18343	-889.2719	38.27808
76179	-1715.951	29.24815	-888.9875	38.31229
76180	-1716.174	29.26909	-889.4149	38.27299
76181	-1716.136	29.41352	-889.27	38.26138
76182	-1715.977	29.20131	-889.3339	38.21293
76183	-1716.058	29.30622	-888.4887	38.28479
76184	-1716.485	29.21735	-889.1739	38.23457
76185	-1717.804	29.27003	-888.8379	38.28793
76186	-1716.251	29.77537	-889.1164	38.11992
76187	-1717.172	29.45979	-888.948	38.32024
76188	-1717.8	29.30388	-888.6054	38.19159
76189	-1716.857	29.4587	-889.0272	38.23089
76190	-1715.671	29.18158	-888.9196	38.18543
76191	-1715.134	29.46809	-888.7508	38.22739
76192	-1716.289	29.09437	-889.658	38.20171
76193	-1716.509	29.29445	-888.9648	38.11993
76194	-1715.356	29.26268	-889.0983	38.2344
76195	-1717.041	29.43274	-889.5868	38.23615
76196	-1715.69	29.32478	-888.8639	38.26554
76197	-1715.589	28.99971	-889.3933	38.24762
76198	-1717.334	29.2653	-888.9258	38.16227
76199	-1718.607	29.21664	-889.0347	38.11439
76200	-1716.533	29.15606	-889.5164	38.23188
76201	-1717.216	29.3775	-889.5642	38.14602
76202	-1716.923	29.57874	-889.188	38.20431
76203	-1716.701	29.33363	-889.7144	38.24043
76204	-1716.504	29.35558	-887.8833	38.19356
76205	-1717.096	29.27825	-888.9167	38.20607
76206	-1717.16	29.35324	-890.2811	38.25936
76207	-1716.559	29.12259	-890.5328	38.24955
76208	-1716.453	29.20302	-889.2558	38.26798
76209	-1716.446	29.2614	-889.5454	38.34824
76210	-1717.739	29.28988	-889.8437	38.29035
76211	-1715.702	29.27062	-889.6351	38.26765
76212	-1714.7	29.35656	-890.2452	38.22353
76213	-1717.795	29.42916	-889.6869	38.20112
76214	-1717.147	29.39468	-889.2789	38.13603
76215	-1716.171	29.26279	-889.5138	38.20606
76216	-1716.534	29.29081	-889.4427	38.21767
76217	-1716.862	29.1128	-889.8397	38.2569
76218	-1715.691	29.14993	-889.3628	38.20613
76219	-1715.392	29.08668	-889.2629	38.29106
76220	-1717.219	29.23688	-890.0978	38.20599
76221	-1717.642	29.3769	-889.5072	38.15854
76222	-1716.95	29.13418	-889.5396	38.16166
76223	-1716.776	29.13805	-890.2727	38.29781
76224	-1715.154	29.05496	-889.8031	38.10327
76225	-1716.084	28.98268	-889.4354	38.19722
76226	-1716.765	29.41063	-889.9453	38.29946
76227	-1716.518	28.96508	-889.6343	38.21909
76228	-1717.604	29.21094	-889.1518	38.27732
76229	-1717.354	29.10551	-889.4874	38.25911
76230	-1715.821	29.22272	-889.5031	38.36906
76231	-1716.235	29.11243	-889.9617	38.24033
76232	-1716.55	29.22524	-889.561	38.1792
76233	-1716.313	29.30046	-890.0642	38.25408
76234	-1718.334	29.55305	-889.7199	38.26158
76235	-1715.671	29.14289	-890.3564	38.29929
76236	-1717.922	28.96183	-890.1635	38.35684
76237	-1716.722	29.10293	-889.8045	38.35522
76238	-1718.786	29.07553	-889.5694	38.25029
76239	-1718.252	29.15938	-889.4086	38.38783
76240	-1716.808	29.09677	-889.7458	38.32873
76241	-1717.339	28.99285	-890.0182	38.40887
76242	-1716.497	29.13156	-889.2502	38.23864
76243	-1717.692	29.34271	-889.5753	38.20905
76244	-1717.006	29.32901	-889.9403	38.25977
76245	-1717.683	29.15056	-890.3204	38.19538
76246	-1717.272	29.17068	-889.666	38.30634
76247	-1716.719	29.21614	-889.9823	38.31144
76248	-1716.907	29.25112	-890.3229	38.29994
76249	-1717.156	29.09102	-889.7575	38.30157
76250	-1718.376	29.24555	-890.196	38.3073
76251	-1717.006	29.18472	-889.7848	38.27069
76252	-1717.841	29.30132	-889.7878	38.25703
76253	-1718.367	29.16788	-889.6271	38.31112
76254	-1718.359	29.21125	-890.2119	38.22105
76255	-1716.291	29.12044	-889.7333	38.24985
76256	-1717.364	29.10595	-890.202	38.22997
76257	-1715.972	29.24528	-890.186	38.26273
76258	-1717.305	29.33615	-889.9146	38.25588
76259	-1718.136	29.25286	-889.6839	38.25872
76260	-1717.972	29.65733	-889.972	38.32926
76261	-1717.446	29.31161	-890.3464	38.30031
76262	-1716.629	29.12557	-890.2537	38.25214
76263	-1715.877	29.04865	-889.5738	38.25449
76264	-1716.844	29.09635	-891.0978	38.19414
76265	-1717.177	29.15154	-891.0405	38.22602
76266	-1717.563	29.16537	-890.4503	38.25706
76267	-1717.789	29.31653	-890.6777	38.17566
76268	-1717.81	29.16643	-890.0262	38.18484
76269	-1717.974	29.25271	-890.3754	38.14734
76270	-1717.62	29.28881	-890.3707	38.29845
76271	-1716.259	29.2275	-889.8503	38.31783
76272	-1715.158	29.22278	-891.0957	38.24798
76273	-1716.208	29.04362	-890.8125	38.20656
76274	-1716.047	29.25536	-890.8588	38.32481
76275	-1717.212	29.01273	-890.6875	38.27802
76276	-1716.325	29.07365	-890.554	38.24905
76277	-1717.063	29.30552	-889.8401	38.20741
76278	-1716.798	29.25607	-889.5286	38.26283
76279	-1717.193	29.16751	-890.5386	38.25017
76280	-1717.667	29.09721	-890.6361	38.1906
76281	-1717.604	29.0289	-890.7913	38.2316
76282	-1719.084	29.15953	-890.7066	38.29303
76283	-1717.503	29.20592	-890.2325	38.31529
76284	-1718.658	29.33749	-890.637	38.25875
76285	-1716.893	29.14802	-890.5408	38.29242
76286	-1717.113	29.11786	-890.4784	38.2933
76287	-1717.298	29.19761	-890.7248	38.23808
76288	-1717.625	29.09148	-891.0478	38.25675
76289	-1716.905	28.96742	-891.3148	38.25917
76290	-1717.692	29.5894	-890.1539	38.09686
76291	-1717.835	28.93902	-890.9541	38.32031
76292	-1717.63	29.22554	-890.4916	38.35533
76293	-1717.193	29.62896	-890.613	38.31917
76294	-1717.196	29.50428	-890.6391	38.21622
76295	-1717.601	29.13706	-891.0703	38.27697
76296	-1717.664	29.10261	-891.0495	38.21823
76297	-1717.898	29.36422	-890.2864	38.25126
76298	-1717.977	29.28584	-890.7112	38.28165
76299	-1718.602	29.34348	-890.0638	38.2512
76300	-1717.76	29.2389	-890.7683	38.20453
76301	-1717.976	29.29975	-891.1132	38.26464
76302	-1717.663	29.13578	-890.9072	38.24802
76303	-1717.412	29.15367	-891.2662	38.15779
76304	-1717.495	29.17289	-891.2714	38.21154
76305	-1717.011	29.09299	-890.9702	38.2773
76306	-1718.707	29.18048	-890.2144	38.32923
76307	-1718.721	29.1666	-891.0871	38.20411
76308	-1719.337	29.35011	-891.7724	38.21273
76309	-1717.523	29.33025	-891.0691	38.17881
76310	-1717.675	29.11399	-890.876	38.23428
76311	-1718.145	29.10261	-890.6862	38.17599
76312	-1718.682	29.25739	-890.9559	38.22611
76313	-1717.369	29.03941	-890.6398	38.17115
76314	-1716.352	28.97551	-890.1229	38.23171
76315	-1716.462	29.16849	-890.9422	38.30598
76316	-1717.831	29.1671	-890.6063	38.20108
76317	-1717.317	29.09143	-891.1053	38.28592
76318	-1717.515	29.43917	-891.0757	38.18634
76319	-1717.806	29.37213	-891.4169	38.19279
76320	-1717.331	29.13919	-891.3775	38.20444
76321	-1718.039	28.97932	-890.9	38.19218
76322	-1717.088	29.2364	-890.6169	38.31057
76323	-1716.999	29.19158	-891.264	38.19187
76324	-1716.952	29.14318	-891.5409	38.14298
76325	-1717.113	29.0828	-890.9147	38.13995
76326	-1716.986	29.23053	-891.3916	38.17637
76327	-1716.862	29.17602	-891.1502	38.16974
76328	-1717.91	29.18291	-891.6806	38.21292
76329	-1717.698	29.13716	-891.0797	38.22441
76330	-1718.296	29.28237	-890.8909	38.20361
76331	-1717.436	29.14621	-891.4021	38.27876
76332	-1717.72	29.07974	-891.3819	38.25024
76333	-1717.432	29.24374	-891.1482	38.27323
76334	-1717.754	29.05115	-890.4415	38.25742
76335	-1718.423	29.16704	-891.4362	38.31653
76336	-1716.842	29.09616	-891.4645	38.14577
76337	-1716.643	29.09682	-890.8279	38.23344
76338	-1716.497	29.1144	-891.7115	38.24528
76339	-1717.938	29.17739	-891.2462	38.13228
76340	-1718.317	29.22685	-891.4491	38.24666
76341	-1717.748	29.2872	-891.2731	38.2264
76342	-1716.76	29.53484	-891.2651	38.1417
76343	-1718.474	29.29211	-891.5831	38.27789
76344	-1716.782	29.18067	-892.165	38.27441
76345	-1718.297	29.26618	-891.5796	38.22686
76346	-1717.608	29.2209	-890.9776	38.21923
76347	-1718.228	29.17986	-891.492	38.25806
76348	-1717.322	29.09203	-891.805	38.24182
76349	-1716.516	29.18471	-891.5299	38.24818
76350	-1718.129	29.15732	-891.686	38.21728
76351	-1717.539	29.24329	-892.1602	38.35278
76352	-1716.95	29.14903	-892.1268	38.25336
76353	-1715.912	29.23577	-892.7571	38.21191
76354	-1716.748	29.48404	-892.4085	38.18939
76355	-1717.172	29.1459	-892.0577	38.24536
76356	-1718.09	29.24535	-891.9718	38.19224
76357	-1717.346	29.16489	-892.5367	38.25978
76358	-1716.772	29.11297	-892.0143	38.18918
76359	-1718.144	29.20679	-891.8731	38.16733
76360	-1717.569	29.3016	-892.3348	38.20818
76361	-1717.633	29.3455	-891.5023	38.31941
76362	-1716.955	29.20454	-891.5269	38.24328
76363	-1717.534	29.31253	-891.9379	38.20472
76364	-1719.376	29.25941	-892.1412	38.13292
76365	-1717.636	29.45017	-892.5417	38.27191
76366	-1717.452	29.23976	-891.9071	38.30494
76367	-1717.444	29.13936	-892.3622	38.25994
76368	-1717.598	29.32606	-892.1465	38.18515
76369	-1717.168	29.35709	-891.8295	38.24695
76370	-1717.511	29.20499	-892.0132	38.26673
76371	-1717.637	29.15089	-891.8055	38.29232
76372	-1719.802	29.47637	-891.4296	38.41412
76373	-1718.385	29.06871	-891.9377	38.27432
76374	-1718.165	29.20716	-892.3586	38.25884
76375	-1719.064	29.49625	-892.4532	38.29548
76376	-1717.244	29.35788	-891.6284	38.27003
76377	-1718.566	29.19765	-891.076	38.18132
76378	-1717.868	29.21078	-891.7326	38.42254
76379	-1718.321	29.32096	-891.5762	38.33808
76380	-1717.049	29.49909	-892.0529	38.22181
76381	-1718.889	29.26689	-891.7321	38.26961
76382	-1718.433	29.21321	-891.9045	38.27822
76383	-1719.831	29.24724	-891.9312	38.20878
76384	-1719.904	29.15712	-892.0226	38.26298
76385	-1718.736	29.15001	-892.0621	38.17881
76386	-1719.122	29.11132	-892.1133	38.25546
76387	-1720.026	28.94123	-892.4383	38.18939
76388	-1719.161	29.0972	-892.125	38.32908
76389	-1720.824	29.10642	-892.3238	38.22699
76390	-1718.104	29.19938	-892.38	38.29303
76391	-1718.206	29.05443	-892.458	38.25201
76392	-1719.294	29.12003	-892.7839	38.30457
76393	-1718.244	29.00759	-892.078	38.31592
76394	-1718.347	29.14473	-892.2451	38.37827
76395	-1718.126	28.81074	-893.312	38.36507
76396	-1718.483	29.16645	-892.4167	38.31417
76397	-1719.14	29.23145	-892.091	38.35698
76398	-1719.237	29.07564	-892.7222	38.28673
76399	-1718.72	28.96272	-891.9472	38.22224
76400	-1717.884	28.98335	-891.9733	38.38724
76401	-1718.878	29.10452	-891.9712	38.26144
76402	-1720.398	29.05156	-892.3184	38.27576
76403	-1718.327	29.1745	-892.5447	38.23301
76404	-1718.453	28.99454	-892.5595	38.42818
76405	-1718.431	28.74521	-891.9208	38.2296
76406	-1717.803	29.41686	-892.3518	38.13391
76407	-1717.832	28.89604	-892.1373	38.22569
76408	-1718.016	28.98918	-891.8749	38.22353
76409	-1717.577	29.21604	-891.6902	38.30907
76410	-1714.528	29.92036	-892.9395	38.46575
